#
# Quasi-periodic asteroid orbit integration for Fig 3.4 of Ryden Celestial and Stellar Dynamics
#
# tMax = 300.0 in units where 1 year = 2*pi
# numPj = 500 number of Jupiter orbits
# numSteps = 1000
# random seed = 12345
# a_init: 3.6129 au
# e_init: 0.2065
# i_init: 0-deg
#
t/PJ  a/aJ               ecc
174.0 0.6975574716222225 0.2189852176627255
174.5 0.6835066227718190 0.2513299361341267
175.0 0.6824425292704345 0.2493992518181844
175.5 0.6817510695160055 0.2391371442263181
176.0 0.6884359525261654 0.2387582643945919
176.5 0.6847477509625532 0.2410678078660923
177.0 0.6843344196978195 0.2417379643935436
177.5 0.6871823556509442 0.2405212712093542
178.0 0.6830038714640373 0.2502656926728085
178.5 0.6783160493965601 0.2641221311924565
179.0 0.6731518908726619 0.2611398950491913
179.5 0.6802444876079298 0.2407437552776201
180.0 0.6882403155175260 0.2436397551634089
180.5 0.6824588319368332 0.2437073441066766
181.0 0.6849848683596562 0.2414483964604549
181.5 0.6859429058210111 0.2418794411877316
182.0 0.6809437075153465 0.2500823415468754
182.5 0.6836340857758419 0.2510757239380494
183.0 0.6780658566426799 0.2513086025274605
183.5 0.6939791324728383 0.2130124832066801
184.0 0.7005883361679339 0.2150968121972502
184.5 0.6946829922959790 0.2147405157599547
185.0 0.6968966436417355 0.2127539248417250
185.5 0.6989085968111605 0.2122537755904118
186.0 0.6947272516430142 0.2225402050009537
186.5 0.6911122695593439 0.2349317222206952
187.0 0.6876719352078215 0.2322687841068303
187.5 0.6900335184039226 0.2186392378494637
188.0 0.6970066802123451 0.2190653235307134
188.5 0.6931885248479810 0.2212876562485368
189.0 0.6921026348232638 0.2230640265185624
189.5 0.6957213787115664 0.2214589126305681
190.0 0.6927432848359010 0.2262614178011232
190.5 0.6786372694575273 0.2614308725323013
191.0 0.6787932400285966 0.2603856236871303
191.5 0.6778394966510681 0.2493910009532530
192.0 0.6842905136288308 0.2483318178303476
192.5 0.6804870296486168 0.2505578376587977
193.0 0.6809368875022982 0.2500630210854587
193.5 0.6831148317341144 0.2491557427017133
194.0 0.6779856833548329 0.2577772181939861
194.5 0.6789177730044824 0.2626279818596465
195.0 0.6728550129791379 0.2608005782649674
195.5 0.6875687252134378 0.2255997076377972
196.0 0.6948230753576367 0.2281777619957435
196.5 0.6892083706393659 0.2280947441907678
197.0 0.6918145015390146 0.2254774946824429
197.5 0.6931615773420271 0.2252845020436982
198.0 0.6881263588239913 0.2341268141053551
198.5 0.6895442749639381 0.2387629941209870
199.0 0.6840548834458843 0.2360872901578938
199.5 0.6926158886449313 0.2114733433704084
200.0 0.7001624822360395 0.2132645088642478
200.5 0.6953717465037641 0.2149330232427937
201.0 0.6956028615667464 0.2150081005855809
201.5 0.6988620247330903 0.2135177887095362
202.0 0.6960396890241122 0.2194070558833068
202.5 0.6840616841828798 0.2497643894647606
203.0 0.6837997745272090 0.2486494154297292
203.5 0.6833690079047318 0.2379126617295528
204.0 0.6893131432628151 0.2361406071129987
204.5 0.6859633275095517 0.2384449973660022
205.0 0.6853870170646779 0.2392914260703400
205.5 0.6884584920240102 0.2377682762183461
206.0 0.6847644893266719 0.2455929353515215
206.5 0.6790286198641639 0.2629582190132902
207.0 0.6748170007621987 0.2597344266369686
207.5 0.6800693266986603 0.2404189025204316
208.0 0.6879500270709255 0.2424595555533491
208.5 0.6829162480703972 0.2436482089587977
209.0 0.6848302320283259 0.2416467436307565
209.5 0.6862433247279276 0.2413981487871045
210.0 0.6812108468691834 0.2495096796923106
210.5 0.6835240551751733 0.2520128956170330
211.0 0.6774198292983574 0.2506052231034989
211.5 0.6924537183109878 0.2137233002225309
212.0 0.6996784228438392 0.2160771531239702
212.5 0.6942054331367873 0.2166258437300634
213.0 0.6960311907171133 0.2147751949219582
213.5 0.6983070328490647 0.2138567489921250
214.0 0.6944598076025426 0.2227220019592658
214.5 0.6903538674909835 0.2368349977146272
215.0 0.6876795919918771 0.2346106535104314
215.5 0.6899563611125107 0.2209012015533554
216.0 0.6963029179346230 0.2201755710019517
216.5 0.6927634088855069 0.2224254757704144
217.0 0.6916946381392164 0.2240834058735514
217.5 0.6953660885334825 0.2223767880948051
218.0 0.6917383865532301 0.2266576601967953
218.5 0.6782708499093903 0.2619022626740595
219.0 0.6788013057055340 0.2613110443202759
219.5 0.6782378762019152 0.2496536202574981
220.0 0.6843729416284847 0.2479871861128168
220.5 0.6806515199114147 0.2501948798636199
221.0 0.6812011202131312 0.2495561294182143
221.5 0.6833639551808578 0.2485247670742451
222.0 0.6783201366904302 0.2565703165051553
222.5 0.6795838622492807 0.2614528516870225
223.0 0.6733803266290984 0.2591288646810775
223.5 0.6883016077860257 0.2229014992584385
224.0 0.6956782072425990 0.2253747575926129
224.5 0.6903492238178254 0.2258358337715788
225.0 0.6927045912454410 0.2232695000332031
225.5 0.6943452450029186 0.2226650118718702
226.0 0.6895143946311115 0.2311171097894851
226.5 0.6901657499493261 0.2377698391912562
227.0 0.6854509196806119 0.2349515023333983
227.5 0.6923530689024749 0.2131387363481853
228.0 0.6994529489082204 0.2138629377378183
228.5 0.6951893590120212 0.2158680733043258
229.0 0.6949742232269792 0.2164121855079991
229.5 0.6984956375044169 0.2147089463071222
230.0 0.6948234911858724 0.2191436802742269
230.5 0.6824279485657334 0.2520360839698370
231.0 0.6834865274023000 0.2519184667874416
231.5 0.6825789966398639 0.2416158771258750
232.0 0.6880408576618551 0.2386940753597731
232.5 0.6849283358626840 0.2409380483004195
233.0 0.6843866741118936 0.2416930819405491
233.5 0.6874490912792699 0.2400593989156851
234.0 0.6834414698036052 0.2472236291372301
234.5 0.6793258764020428 0.2625787968234879
235.0 0.6751870651949886 0.2594781262347966
235.5 0.6814893466853696 0.2378652413902552
236.0 0.6890746402904288 0.2393708880801133
236.5 0.6842632678069288 0.2407595257099506
237.0 0.6860922429968171 0.2387319623443133
237.5 0.6876761264947954 0.2381609701744679
238.0 0.6826924805744018 0.2460412906641796
238.5 0.6847760623959739 0.2497422300610780
239.0 0.6786541846386730 0.2472870265954891
239.5 0.6922372394295365 0.2130285562089939
240.0 0.6996528952715310 0.2151051391660901
240.5 0.6945635121954365 0.2163089756410713
241.0 0.6958878443860531 0.2149099589211971
241.5 0.6985521753331501 0.2136089608906263
242.0 0.6951469790883279 0.2209826458828689
242.5 0.6891067430481077 0.2392891181254909
243.0 0.6877254522757118 0.2378444577492800
243.5 0.6890961752211178 0.2252968846016975
244.0 0.6947612937107123 0.2232558979048265
244.5 0.6915552653728425 0.2254854293818070
245.0 0.6903981344977932 0.2271841829343177
245.5 0.6941029264553702 0.2254179995695796
246.0 0.6901023338188662 0.2294070428007864
246.5 0.6777237305024932 0.2632082672452612
247.0 0.6781719686628966 0.2627040163604411
247.5 0.6782487178660168 0.2499654039642983
248.0 0.6843258378154098 0.2482054748801604
248.5 0.6805325315292546 0.2503540083491625
249.0 0.6813302833746515 0.2494050847274143
249.5 0.6833567664201768 0.2483889584753438
250.0 0.6783538754490365 0.2559921206918138
250.5 0.6801915524358216 0.2602025355512637
251.0 0.6738538119398999 0.2578079903050394
251.5 0.6893671145666321 0.2202549125221472
252.0 0.6966825771656873 0.2225465809061974
252.5 0.6915304448060007 0.2232488020533394
253.0 0.6938033450577318 0.2206260807061311
253.5 0.6956267036063450 0.2197418747037208
254.0 0.6910166062905178 0.2276664476177963
254.5 0.6910225020870157 0.2359889144426225
255.0 0.6872779945224378 0.2335872362197620
255.5 0.6929809381186863 0.2138528753689404
256.0 0.6993572859689933 0.2132369272641498
256.5 0.6955588395651184 0.2153679423821894
257.0 0.6948826334784318 0.2164621052086141
257.5 0.6987010286264329 0.2146436585368510
258.0 0.6939821406939334 0.2175483771468501
258.5 0.6805530468833796 0.2530340258899209
259.0 0.6833932221136748 0.2542120119322009
259.5 0.6816684650166495 0.2453256255113139
260.0 0.6867663666231369 0.2411430660244969
260.5 0.6840128041627258 0.2432380433401566
261.0 0.6833146843982086 0.2441634697809171
261.5 0.6864895222903648 0.2423774897068121
262.0 0.6822900799706232 0.2485563515974906
262.5 0.6789082510513414 0.2637304022629594
263.0 0.6752174251252727 0.2609664441984333
263.5 0.6822071317467550 0.2374199053818953
264.0 0.6893805385333750 0.2381406376131133
264.5 0.6848088525205581 0.2397051883249132
265.0 0.6866030935238706 0.2376017558635181
265.5 0.6882891856471980 0.2367532814539541
266.0 0.6833877583333410 0.2441011287390799
266.5 0.6855238752836579 0.2485774851777144
267.0 0.6795870084591299 0.2456431922116381
267.5 0.6928223101220413 0.2118869746937768
268.0 0.7000483289582263 0.2132705268091849
268.5 0.6953196420295922 0.2148683091707654
269.0 0.6963094934959865 0.2137519971528637
269.5 0.6993123695258490 0.2121258067276041
270.0 0.6956840699394909 0.2176511810629373
270.5 0.6883960894765950 0.2395485869207230
271.0 0.6886683887730748 0.2392356457471481
271.5 0.6890528023150471 0.2280851630668844
272.0 0.6940143000926673 0.2243638979916272
272.5 0.6912685789857531 0.2264262128086958
273.0 0.6898107480018902 0.2284639350028485
273.5 0.6937307810838959 0.2266622997566320
274.0 0.6887561739902079 0.2293005850057371
274.5 0.6763735529464465 0.2639152257424929
275.0 0.6782891250574976 0.2646438413728689
275.5 0.6781945410934765 0.2523923167195791
276.0 0.6836486040733519 0.2492854902530814
276.5 0.6801368253749837 0.2514282706429602
277.0 0.6808685073370296 0.2505225366112634
277.5 0.6829727588407766 0.2492596667702087
278.0 0.6780320187531473 0.2561792358688390
278.5 0.6801919701597949 0.2607236970146283
279.0 0.6737622979369510 0.2577935096830791
279.5 0.6890814802991569 0.2211040933223099
280.0 0.6962447175616939 0.2228273386881647
280.5 0.6914095750700867 0.2238548539217961
281.0 0.6937122545088940 0.2209713506686133
281.5 0.6955919430907328 0.2197912569043649
282.0 0.6910300442684302 0.2266246468027306
282.5 0.6914969692250407 0.2351344921999166
283.0 0.6884782549356105 0.2333675423243548
283.5 0.6948957018436346 0.2122385647476615
284.0 0.7004033790025798 0.2101743366100829
284.5 0.6969162483257909 0.2122331007286593
285.0 0.6960087735572875 0.2135438873783152
285.5 0.7001815026646570 0.2117074374247316
286.0 0.6941824290016667 0.2126665403860726
286.5 0.6797830071735579 0.2486331519096706
