JDTDB,dateTDB,X,Y,Z,Xearth,Yearth,Zearth
2427749.5,1934-Nov-08,8.710624983509809E-01,6.528460600356151E-01,-1.574996514346715E-02,6.905412835966859E-01,7.103318209431643E-01,1.132149138920931E-04
2427759.5,1934-Nov-18,7.683675132189783E-01,7.722830816930781E-01,-1.439029921438813E-02,5.545083875360831E-01,8.182097250719219E-01,1.275411574301436E-04
2427769.5,1934-Nov-28,6.481151096452625E-01,8.740747818692225E-01,-1.270172622143964E-02,4.015324121670920E-01,9.010767994464008E-01,1.379541804118433E-04
2427779.5,1934-Dec-08,5.130037814721877E-01,9.558225228122420E-01,-1.072188895835603E-02,2.362173316505454E-01,9.562418661156471E-01,1.441156067899218E-04
2427789.5,1934-Dec-18,3.660253466251092E-01,1.015445796949344E+00,-8.493965388863194E-03,6.361106627229321E-02,9.818757534012265E-01,1.458208082226279E-04
2427799.5,1934-Dec-28,2.104577922996399E-01,1.051210208792415E+00,-6.066632236948636E-03,-1.109634865089116E-01,9.770907100120862E-01,1.430070489638081E-04
2427809.5,1935-Jan-07,4.985795468695704E-02,1.061766638153153E+00,-3.494049430332045E-03,-2.820934774946773E-01,9.419834662087078E-01,1.357575295002604E-04
2427819.5,1935-Jan-17,-1.119502539523650E-01,1.046203109915127E+00,-8.358029674935768E-04,-4.444681099141216E-01,8.776382687141755E-01,1.242998975641810E-04
2427829.5,1935-Jan-27,-2.708973904027203E-01,1.004110105711213E+00,1.843276779136886E-03,-5.930676911449632E-01,7.860889304287086E-01,1.089977139319588E-04
2427839.5,1935-Feb-06,-4.227062840576206E-01,9.356587354954076E-01,4.473526500337117E-03,-7.233398268489041E-01,6.702417892889427E-01,9.033467923184719E-05
