JDTDB,dateTDB,X,Y,Z,Xearth,Yearth,Zearth
2433899.5,1951-Sep-10,2.923386954308997E-02,-9.448786781704472E-01,1.738251604890482E-03,9.818498838190821E-01,-2.237550450441780E-01,-1.740871031392516E-05
2433909.5,1951-Sep-20,2.099711546784109E-01,-9.333456034058725E-01,-1.193348050935295E-03,1.002868383847228E+00,-5.421520786361191E-02,1.255487602538323E-06
2433919.5,1951-Sep-30,3.836715489915846E-01,-8.903585243888716E-01,-4.085361458448244E-03,9.946627545424613E-01,1.168980403412312E-01,1.977218765931495E-05
2433929.5,1951-Oct-10,5.449857332414936E-01,-8.185274174980773E-01,-6.845722303678535E-03,9.572288292041573E-01,2.845692544702302E-01,3.763155137997302E-05
2433939.5,1951-Oct-20,6.894188610378195E-01,-7.212713647225917E-01,-9.394202990650065E-03,8.914254997284059E-01,4.437991153989806E-01,5.432656350860178E-05
2433949.5,1951-Oct-30,8.133927236443722E-01,-6.025565359299081E-01,-1.166402955801399E-02,7.989785641785113E-01,5.897561375632239E-01,6.936538146946043E-05
2433959.5,1951-Nov-09,9.142379261135259E-01,-4.666649243769072E-01,-1.360229657381879E-02,6.824563416646260E-01,7.179333233302403E-01,8.229103925056829E-05
2433969.5,1951-Nov-19,9.901393585583842E-01,-3.180058082724992E-01,-1.516953081843220E-02,5.452143738635752E-01,8.243038623827426E-01,9.270107715535367E-05
2433979.5,1951-Nov-29,1.040055886111624E+00,-1.609720864217441E-01,-1.633873591073374E-02,3.913080129762703E-01,9.054688033895375E-01,1.002644979889845E-04
2433989.5,1951-Dec-09,1.063630499648011E+00,1.625736751002231E-04,-1.709418869831287E-02,2.253736447628750E-01,9.587889092899047E-01,1.047352410487081E-04
2433999.5,1951-Dec-19,1.061102112412711E+00,1.613129197160908E-01,-1.743018523983348E-02,5.248154904965670E-02,9.824928275487315E-01,1.059610201421700E-04
2434009.5,1951-Dec-29,1.033225761734019E+00,3.186256983908762E-01,-1.734985941767484E-02,-1.220342564274338E-01,9.757544009327936E-01,1.038912499197680E-04
2434019.5,1952-Jan-08,9.812045834184617E-01,4.685052047028941E-01,-1.686414301674184E-02,-2.927617515619325E-01,9.387333467010440E-01,9.858658536662663E-05
2434029.5,1952-Jan-18,9.066347874229286E-01,6.076273455667267E-01,-1.599091627579127E-02,-4.544030326638585E-01,8.725757226462862E-01,9.021608714852211E-05
2434039.5,1952-Jan-28,8.114632966995000E-01,7.329478115770260E-01,-1.475434926350754E-02,-6.019628310091846E-01,7.793734790121447E-01,7.904795801126390E-05
2434049.5,1952-Feb-07,6.979567289667351E-01,8.417087963081109E-01,-1.318441929017246E-02,-7.309236247265134E-01,6.620851536070523E-01,6.543971369392749E-05
2434059.5,1952-Feb-17,5.686799117472245E-01,9.314478467438392E-01,-1.131658620353380E-02,-8.373985525067186E-01,5.244224365750375E-01,4.982483518310351E-05
2434069.5,1952-Feb-27,4.264817223630028E-01,1.000011814618809E+00,-9.191597659560841E-03,-9.182551532320735E-01,3.707095104878632E-01,3.269618866726065E-05
2434079.5,1952-Mar-08,2.744856606762455E-01,1.045578401369430E+00,-6.855389095061316E-03,-9.712053334219105E-01,2.057234743531896E-01,1.458747357741518E-05
2434089.5,1952-Mar-18,1.160821016043373E-01,1.066687409824969E+00,-4.359034502209850E-03,-9.948595596186527E-01,3.452467151994783E-02,-3.948206065656750E-06
2434099.5,1952-Mar-28,-4.508151000681140E-02,1.062283427622902E+00,-1.758686085636660E-03,-9.887457475348390E-01,-1.377145430549667E-01,-2.235467881983993E-05
2434109.5,1952-Apr-07,-2.051171205150130E-01,1.031770931218505E+00,8.845662184275235E-04,-9.532954108504963E-01,-3.058751772920182E-01,-4.008410521496528E-05
2434119.5,1952-Apr-17,-3.599246285080468E-01,9.750818998440391E-01,3.504992439227062E-03,-8.898009739257202E-01,-4.650451306383640E-01,-5.661696912995965E-05
2434129.5,1952-Apr-27,-5.052392070308884E-01,8.927545946951345E-01,6.032796740362667E-03,-8.003491436772352E-01,-6.106564246810455E-01,-7.147922338153584E-05
2434139.5,1952-May-07,-6.367049715185146E-01,7.860196303295592E-01,8.395100255102905E-03,-6.877355591069807E-01,-7.386034522102883E-01,-8.425345838780687E-05
2434149.5,1952-May-17,-7.499827659686357E-01,6.568860664061731E-01,1.051747235746572E-02,-5.553657015595377E-01,-8.453410473334237E-01,-9.458804618863963E-05
2434159.5,1952-May-27,-8.408987253952859E-01,5.082158498775063E-01,1.232614416135271E-02,-4.071464959910308E-01,-9.279623045411761E-01,-1.022048514912028E-04
2434169.5,1952-Jun-06,-9.056368758546525E-01,3.437699609076976E-01,1.375099482985741E-02,-2.473723137229187E-01,-9.842568856471456E-01,-1.069057255549967E-04
2434179.5,1952-Jun-16,-9.409724693421067E-01,1.682052365579248E-01,1.472930727842082E-02,-8.060825970475352E-02,-1.012751026289081E+00,-1.085778227430604E-04
2434189.5,1952-Jun-26,-9.445327615371342E-01,-1.300098576790717E-02,1.521014014790881E-02,8.842708589504537E-02,-1.012730590317254E+00,-1.071905262118300E-04
2434199.5,1952-Jul-06,-9.150592999837112E-01,-1.937180856436534E-01,1.515893762491495E-02,2.549779570694436E-01,-9.842485850187628E-01,-1.027904477160853E-04
2434209.5,1952-Jul-16,-8.526334395725554E-01,-3.674299869862265E-01,1.456177520660224E-02,4.143658503557028E-01,-9.281181713555144E-01,-9.550364236913333E-05
2434219.5,1952-Jul-26,-7.588200682050877E-01,-5.275936565922742E-01,1.342850679453969E-02,5.621013905959102E-01,-8.458917723412740E-01,-8.553405308237508E-05
2434229.5,1952-Aug-05,-6.366883319884994E-01,-6.680552348458604E-01,1.179407161550199E-02,6.939929535664469E-01,-7.398266005895752E-01,-7.315845035447323E-05
2434239.5,1952-Aug-15,-4.906855246224069E-01,-7.834701201930453E-01,9.717449585545417E-03,8.062513181083560E-01,-6.128365211602040E-01,-5.872016576775744E-05
2434249.5,1952-Aug-25,-3.263686479065600E-01,-8.696640852452365E-01,7.278190867691643E-03,8.955893122141272E-01,-4.684298401802984E-01,-4.262089894932787E-05
2434259.5,1952-Sep-04,-1.500288425672046E-01,-9.238803669763990E-01,4.570955877598051E-03,9.593149313218361E-01,-3.106324772992466E-01,-2.531326222504191E-05
2434269.5,1952-Sep-14,3.173409648137573E-02,-9.448813049836637E-01,1.698913406579326E-03,9.954158423008229E-01,-1.438959948429775E-01,-7.293236504203641E-06
2434279.5,1952-Sep-24,2.124242009682485E-01,-9.329042185562517E-01,-1.232986096362510E-03,1.002632474080270E+00,2.700974197352642E-02,1.091805110146932E-05
2434289.5,1952-Oct-04,3.859971458965467E-01,-8.894988099103318E-01,-4.123979318021186E-03,9.805163646186253E-01,1.971187720114839E-01,2.879064125646830E-05
2434299.5,1952-Oct-14,5.471134202790556E-01,-8.172889896831352E-01,-6.882120368796856E-03,9.294700497202456E-01,3.614049154360283E-01,4.579603341819491E-05
2434309.5,1952-Oct-24,6.912898962932867E-01,-7.197042361642194E-01,-9.427346488818347E-03,8.507643958801863E-01,5.149289734116922E-01,6.142207591965249E-05
2434319.5,1952-Nov-03,8.149608083414612E-01,-6.007176413731308E-01,-1.169307141843963E-02,7.465294885811462E-01,6.529934513772849E-01,7.518979795515870E-05
2434329.5,1952-Nov-13,9.154690074175081E-01,-4.646150439832122E-01,-1.362658553042024E-02,6.197158648219153E-01,7.712996130867650E-01,8.666989175028774E-05
2434339.5,1952-Nov-23,9.910108250328766E-01,-3.158070393521623E-01,-1.518860811431842E-02,4.740240323357561E-01,8.661003843868040E-01,9.549790444060705E-05
2434349.5,1952-Dec-03,1.040555472909265E+00,-1.586859035470310E-01,-1.635231998217159E-02,3.138019293757270E-01,9.343416069212948E-01,1.013863871196341E-04
2434359.5,1952-Dec-13,1.063755161700277E+00,2.476710770628071E-03,-1.710214465219715E-02,1.439121256071387E-01,9.737837320912657E-01,1.041360004211667E-04
2434369.5,1952-Dec-23,1.060856886401825E+00,1.635984711992286E-01,-1.743248508529753E-02,-3.042718730029299E-02,9.830962531121613E-01,1.036500453026403E-04
2434379.5,1953-Jan-02,1.032622648030418E+00,3.208294866660071E-01,-1.734655925749086E-02,-2.038209244065675E-01,9.619181439045178E-01,9.993957063993628E-05
2434389.5,1953-Jan-12,9.802616586703989E-01,4.705775788129072E-01,-1.685538299001310E-02,-3.708870978875079E-01,9.108796706956561E-01,9.312035376958302E-05
2434399.5,1953-Jan-22,9.053755707807952E-01,6.095222732274075E-01,-1.597692223367467E-02,-5.264485029758582E-01,8.315833307466340E-01,8.340874157643075E-05
2434409.5,1953-Feb-01,8.099163154926108E-01,7.346229412206632E-01,-1.473543129072544E-02,-6.657160658289942E-01,7.265444450283420E-01,7.111431731369863E-05
2434419.5,1953-Feb-11,6.961552651833393E-01,8.431255350788568E-01,-1.316097078088664E-02,-7.844543689736203E-01,5.990948344764540E-01,5.662891388621460E-05
2434429.5,1953-Feb-21,5.666618928113641E-01,9.325715152532826E-01,-1.128908495673232E-02,-8.791213585845326E-01,4.532554597425095E-01,4.041238343215201E-05
2434439.5,1953-Mar-03,4.242897200042133E-01,1.000811935345280E+00,-9.160610104935293E-03,-9.469763503265730E-01,2.935856940403931E-01,2.297444272272558E-05
2434449.5,1953-Mar-13,2.721669384809135E-01,1.046029214002123E+00,-6.821573151891380E-03,-9.861530054488132E-01,1.250179503344952E-01,4.859439823577285E-06
2434459.5,1953-Mar-23,1.136885503976132E-01,1.066768622415819E+00,-4.323132984123571E-03,-9.956965747107976E-01,-4.731364207253221E-02,-1.336229343509336E-05
2434469.5,1953-Apr-02,-4.749358743789812E-02,1.061981088767174E+00,-1.721522561331278E-03,-9.755667980645067E-01,-2.182425269738515E-01,-3.111477053714543E-05
2434479.5,1953-Apr-12,-2.074873464245568E-01,1.031078487601378E+00,9.220853537274981E-04,-9.266097721135164E-01,-3.827300496533690E-01,-4.784626013168575E-05
2434489.5,1953-Apr-22,-3.621891661622518E-01,9.740014867780822E-01,3.541882825195809E-03,-8.505034009336263E-01,-5.360116067063905E-01,-6.306816802848919E-05
2434499.5,1953-May-02,-5.073317951773486E-01,8.912984496778702E-01,6.068009562146742E-03,-7.496814623253353E-01,-6.737250289637009E-01,-7.637842532244944E-05
2434509.5,1953-May-12,-6.385584649507516E-01,7.842115080673974E-01,8.427543437905799E-03,-6.272412702241108E-01,-7.920192416859548E-01,-8.744510595223867E-05
2434519.5,1953-May-22,-7.515312604218434E-01,6.547624946747790E-01,1.054603997848505E-02,-4.868397013093859E-01,-8.876427026094635E-01,-9.599111610025797E-05
2434529.5,1953-Jun-01,-8.420802927678155E-01,5.058270154222250E-01,1.234975418349867E-02,-3.325817545338881E-01,-9.580119561834354E-01,-1.018019161662784E-04
2434539.5,1953-Jun-11,-9.063968994738915E-01,3.411800005158802E-01,1.376864189880033E-02,-1.689049967669326E-01,-1.001261190179872E+00,-1.047332659497215E-04
2434549.5,1953-Jun-21,-9.412675239613569E-01,1.654915698159828E-01,1.474013296438321E-02,-4.624451516659646E-04,-1.016274189800348E+00,-1.047118726717861E-04
2434559.5,1953-Jul-01,-9.443346476397636E-01,-1.574966935815496E-02,1.521349994804855E-02,1.679944551212606E-01,-1.002700064600940E+00,-1.017415268883776E-04
2434569.5,1953-Jul-11,-9.143586607878466E-01,-1.964052625962966E-01,1.515445967924816E-02,3.317314936568787E-01,-9.609538377699471E-01,-9.590583137526178E-05
2434579.5,1953-Jul-21,-8.514424310986903E-01,-3.699560775236199E-01,1.454941257558244E-02,4.861451051685298E-01,-8.922028217002610E-01,-8.736629819266411E-05
2434589.5,1953-Jul-31,-7.571734938333207E-01,-5.298618506581972E-01,1.340856923967693E-02,6.268728942242474E-01,-7.983392797069374E-01,-7.635809221521753E-05
2434599.5,1953-Aug-10,-6.346427868933158E-01,-6.699777236422128E-01,1.176722604939869E-02,7.499005986137449E-01,-6.819394575112108E-01,-6.318410776147353E-05
2434609.5,1953-Aug-20,-4.883164282549269E-01,-7.849738854446778E-01,9.684685200347131E-03,8.516646172548916E-01,-5.462087511341746E-01,-4.820990802009834E-05
2434619.5,1953-Aug-30,-3.237654553746862E-01,-8.706953891735455E-01,7.240751549746276E-03,9.291488633302758E-01,-3.949125035850080E-01,-3.185871299657422E-05
2434629.5,1953-Sep-09,-1.472891585194699E-01,-9.244072918054828E-01,4.530257578423216E-03,9.799740807713491E-01,-2.322918542534871E-01,-1.459687552808321E-05
2434639.5,1953-Sep-19,3.451056778145823E-02,-9.448942232718178E-01,1.656459387600618E-03,1.002477210798785E+00,-6.296439180055317E-02,3.082009042968598E-06
2434649.5,1953-Sep-29,2.151411820699640E-01,-9.324144695388691E-01,-1.275695330013363E-03,9.957779020167060E-01,1.081903723463421E-01,2.066544505866909E-05
2434659.5,1953-Oct-09,3.885662667123237E-01,-8.885359663566671E-01,-4.165525434136261E-03,9.598285140418022E-01,2.761600110585498E-01,3.763478554518275E-05
2434669.5,1953-Oct-19,5.494573218717489E-01,-8.158973171665556E-01,-6.921221785724485E-03,8.954436725706582E-01,4.359408389873126E-01,5.348069436205132E-05
2434679.5,1953-Oct-29,6.933439891797312E-01,-7.179389520967303E-01,-9.462889781508166E-03,8.043054057629498E-01,5.826891894875585E-01,6.771887490748829E-05
2434689.5,1953-Nov-08,8.166739153291080E-01,-5.986414039132143E-01,-1.172412335595453E-02,6.889402277055617E-01,7.118778862986098E-01,7.990643915595392E-05
2434699.5,1953-Nov-18,9.168031948362729E-01,-4.622949232485152E-01,-1.365239275347765E-02,5.526654662764454E-01,8.194520970830054E-01,8.965611665207757E-05
2434709.5,1953-Nov-28,9.919407273727527E-01,-3.133120475056566E-01,-1.520859067422963E-02,3.995035418464501E-01,9.019776135361933E-01,9.664896480430920E-05
2434719.5,1953-Dec-08,1.041067260659652E+00,-1.560850414418903E-01,-1.636605886597574E-02,2.340647071745104E-01,9.567737778467444E-01,1.006526304833713E-04
2434729.5,1953-Dec-18,1.063845262270372E+00,5.115883011620690E-03,-1.710937639127874E-02,6.140115033869418E-02,9.820230336588477E-01,1.015335291352054E-04
2434739.5,1953-Dec-28,1.060530766517921E+00,1.662108541783418E-01,-1.743310687367762E-02,-1.131621990271757E-01,9.768499096798106E-01,9.925894960443190E-05
2434749.5,1954-Jan-07,1.031893803487295E+00,3.233532184371496E-01,-1.734062097598560E-02,-2.842128251516620E-01,9.413636203072723E-01,9.389834926962848E-05
2434759.5,1954-Jan-17,9.791507570214724E-01,4.729545823075526E-01,-1.684306772363476E-02,-4.464426628833827E-01,8.766606094894851E-01,8.562173449863062E-05
2434769.5,1954-Jan-27,9.039097322861833E-01,6.116986185064426E-01,-1.595852876863514E-02,-5.948370547850811E-01,7.847861061521267E-01,7.469362503832913E-05
2434779.5,1954-Feb-06,8.081285410500468E-01,7.365491021602271E-01,-1.471136247289292E-02,-7.248507325301008E-01,6.686566170147485E-01,6.146256570001381E-05
2434789.5,1954-Feb-16,6.940840280307439E-01,8.447566105605973E-01,-1.313172843855174E-02,-8.325619222449433E-01,5.319480153655458E-01,4.634579676152974E-05
2434799.5,1954-Feb-26,5.643508994087306E-01,9.338675171526118E-01,-1.125526846036663E-02,-9.147975403018634E-01,3.789561167566676E-01,2.981303574989355E-05
2434809.5,1954-Mar-08,4.217877288917610E-01,1.001738209563753E+00,-9.122908854652599E-03,-9.692248756146042E-01,2.144379656012828E-01,1.237615712678398E-05
2434819.5,1954-Mar-18,2.695275897748842E-01,1.046556919573803E+00,-6.780761371493481E-03,-9.944075751382152E-01,4.344254928493322E-02,-5.429580519839347E-06
2434829.5,1954-Mar-28,1.109702782022122E-01,1.066875344939085E+00,-4.280075541156584E-03,-9.898262451089997E-01,-1.288604483246555E-01,-2.306715205362011E-05
2434839.5,1954-Apr-07,-5.022767847578342E-02,1.061651722622400E+00,-1.677178868744735E-03,-9.558661580630038E-01,-2.973463351311760E-01,-4.001418490262782E-05
