#
# Model ZLK oscillations for Earth and a perturbing tertiary
# body with
#   M = 1 Msun
#   a = 200 au
#   e = 0.1
# Calculated for Figure 2.10 of Celestial and Stellar Dynamics
# by Prof. Todd Thompson, OSU Astronomy Department
#
# Column 1: Time [Myr]
# Column 2: Inclination [degrees]
# Column 3: Eccentricity
#
  time            inc         ecc 
  0.727992415  84.9969025  0.0408445597
  0.73313719  84.9968414  0.0411439724
  0.739996791  84.9967651  0.0415470824
  0.743426681  84.9967194  0.0417503119
  0.747542441  84.996666  0.0419956706
  0.752481461  84.9966049  0.0422922485
  0.759066701  84.996521  0.0426913463
  0.766969025  84.9964218  0.0431758352
  0.776451826  84.9962921  0.0437653176
  0.785460413  84.99617  0.0443335958
  0.794018686  84.996048  0.0448810048
  0.805429637  84.9958801  0.0456224531
  0.820644259  84.9956512  0.0466319248
  0.835098088  84.9954224  0.0476133972
  0.848829269  84.9951935  0.0485664569
  0.861873865  84.9949646  0.049490843
  0.879266739  84.9946518  0.0507526733
  0.902457178  84.9942093  0.0524884649
  0.924488068  84.9937592  0.054195527
  0.945417464  84.9932938  0.0558711961
  0.955882132  84.9930496  0.0567292273
  0.961114526  84.9929276  0.0571633726
  0.968090951  84.9927673  0.0577476174
  0.976462662  84.9925613  0.058456894
  0.986508787  84.9923019  0.0593199581
  0.996052563  84.9920578  0.0601520799
  1.0051192  84.9918137  0.0609537587
  1.01373255  84.9915771  0.0617255531
  1.02521682  84.9912567  0.0627702922
  1.03899813  84.9908447  0.0640479848
  1.05209029  84.990448  0.0652865022
  1.06954646  84.9898911  0.0669760704
  1.0861299  84.9893265  0.0686225072
  1.10824108  84.9885483  0.0708820969
  1.12924671  84.9877472  0.0730987415
  1.13624871  84.9874649  0.0738531426
  1.14465106  84.9871216  0.0747688487
  1.15473378  84.986702  0.0758828744
  1.16817725  84.9861221  0.077394411
  1.18610227  84.9853058  0.0794572085
  1.20761204  84.9842758  0.0820059031
  1.23629177  84.9827881  0.0855326578
  1.27070737  84.9808273  0.0899664834
  1.28791523  84.9797745  0.0922690779
  1.30426276  84.978714  0.0945111662
  1.32605922  84.9772263  0.0975855738
  1.34676611  84.9757156  0.100598708
  1.36643755  84.9741974  0.103547081
  1.3851254  84.9726562  0.106427707
  1.40287876  84.9711227  0.109238118
  1.42655015  84.9689407  0.113100357
  1.43444061  84.9681778  0.114417672
  1.44390917  84.9672394  0.116018534
  1.45290422  84.9663239  0.117559917
  1.46489763  84.965065  0.119646698
  1.47928977  84.9634933  0.122199297
  1.49847925  84.9612885  0.125686735
  1.50487578  84.9605179  0.126870915
  1.51766872  84.9589462  0.129272461
  1.53472626  84.9567566  0.132544398
  1.55093074  84.954567  0.1357283
  1.56632483  84.9523849  0.13882269
  1.58685064  84.9493179  0.143056691
  1.59711349  84.9477158  0.145220995
  1.60942888  84.9457169  0.147860602
  1.62584937  84.9429398  0.151453346
  1.64144897  84.9401703  0.154945537
  1.66224825  84.9362793  0.159724489
  1.68200779  84.9323425  0.164397582
  1.68859422  84.9309769  0.165984675
  1.69649792  84.929306  0.167908907
  1.70598233  84.9272461  0.170246631
  1.71862853  84.924408  0.173412845
  1.73380375  84.9208527  0.177287817
  1.75403726  84.9158478  0.18258515
  1.78101552  84.9086914  0.189886793
  1.8066448  84.901329  0.197083548
  1.8194592  84.8974304  0.200779557
  1.83163321  84.8935776  0.20435226
  1.8478651  84.8882217  0.209210649
  1.86328542  84.8828812  0.213928178
  1.88384569  84.8753586  0.220376045
  1.90337813  84.867775  0.226672187
  1.91314423  84.8638077  0.229883775
  1.92486358  84.8588791  0.233794436
  1.94048953  84.8520432  0.239106253
  1.96132398  84.8423996  0.246365249
  1.98111677  84.8326492  0.253451884
  1.99991989  84.8228302  0.260359734
  2.02248383  84.8102722  0.268879533
  2.04391932  84.7975006  0.277210861
  2.05463696  84.7907944  0.281464785
  2.05999589  84.7873535  0.283614039
  2.07071376  84.780304  0.287957579
  2.08089566  84.7733917  0.292139888
  2.09447145  84.7638245  0.297801971
  2.10736847  84.7543564  0.303272516
  2.12456441  84.7411194  0.310706943
  2.1331625  84.7342377  0.314484924
  2.1434803  84.7257233  0.319072425
  2.15328193  84.7173767  0.323485404
  2.1581831  84.7131119  0.325712025
  2.16798472  84.7043762  0.330205858
  2.17288542  84.6999054  0.332473099
  2.18268752  84.6907578  0.337048501
  2.19575644  84.6781158  0.343234271
  2.20817208  84.6656036  0.34920162
  2.22472596  84.6481476  0.357296735
  2.244591  84.6259537  0.367221594
  2.26842904  84.5973969  0.379437149
  2.29107499  84.5681839  0.391352952
  2.30239797  84.5527496  0.397424936
  2.31749535  84.5312881  0.405639499
  2.33561206  84.5041046  0.415675968
  2.35735226  84.4692917  0.427977204
  2.36822248  84.450943  0.43423292
  2.3827157  84.4254303  0.442682356
  2.38996243  84.4122086  0.446953446
  2.39684701  84.3993454  0.451039463
  2.40602589  84.3817368  0.456530482
  2.4182651  84.3574142  0.463927954
  2.43458343  84.3233871  0.473925382
  2.44002295  84.3116226  0.477291644
  2.44655061  84.297226  0.481353223
  2.45525384  84.2775269  0.486805946
  2.46352172  84.2582703  0.492025197
  2.47454596  84.2317276  0.499042839
  2.4892447  84.1947556  0.508502543
  2.5032084  84.1578598  0.517596066
  2.51647401  84.1211166  0.526329219
  2.52310705  84.1021118  0.530729473
  2.52940822  84.0836334  0.534930229
  2.53539419  84.0656967  0.538939178
  2.54337573  84.0411987  0.544311643
  2.55095816  84.0172729  0.549443841
  2.56106806  83.9843597  0.556328714
  2.57454801  83.938591  0.565581024
  2.57904124  83.9228439  0.568683028
  2.58443332  83.9036026  0.572416902
  2.5895555  83.8849792  0.575975537
  2.59442163  83.8669586  0.579366326
  2.60090995  83.8424301  0.583902478
  2.6095612  83.8088226  0.589976549
  2.6210959  83.7623215  0.598119795
  2.63205409  83.7162781  0.605900526
  2.64246392  83.6707764  0.613330245
  2.65235376  83.6258774  0.620420754
  2.65729856  83.6027985  0.623977125
  2.66389155  83.5713425  0.62872988
  2.67268252  83.5281677  0.635085404
  2.68440342  83.4682922  0.643589675
  2.69026399  83.4373398  0.647853673
  2.69583154  83.4072647  0.651911199
  2.7032547  83.3661575  0.657330692
  2.71315241  83.3094482  0.664571702
  2.72502995  83.2384262  0.67328012
  2.73096848  83.2016373  0.677640796
  2.73888683  83.151207  0.683460355
  2.74640894  83.1017914  0.688993335
  2.7535553  83.0534363  0.694252431
  2.76034403  83.0061798  0.699249983
  2.76679349  82.9600449  0.70399797
  2.77539277  82.8965988  0.710327506
  2.785712  82.8174057  0.717918515
  2.79551506  82.7389297  0.725122094
  2.80482793  82.6612854  0.73195523
  2.81600356  82.563942  0.740137458
  2.82941413  82.4407349  0.749923587
  2.8421545  82.3167725  0.759179294
  2.85425758  82.1922989  0.76792717
  2.86575556  82.0675888  0.776189864
  2.87667871  81.9428635  0.783990145
  2.8870554  81.8183823  0.791350424
  2.89691377  81.6943588  0.798292816
  2.90627909  81.571022  0.804838777
  2.90940046  81.5286636  0.807009399
  2.91356301  81.4711838  0.809894323
  2.91855764  81.40065  0.813341796
  2.92455149  81.3136978  0.817457139
  2.9317441  81.2059097  0.822362959
  2.93533993  81.1505508  0.824801981
  2.940135  81.0751724  0.82803905
  2.94253254  81.0367966  0.829651058
  2.94572926  80.9848938  0.831793427
  2.94956517  80.9214935  0.834353507
  2.95148325  80.889328  0.835629046
  2.95404053  80.8459473  0.837325096
  2.95745015  80.7872086  0.839577913
  2.96154189  80.7153397  0.842268109
  2.96645188  80.6270676  0.845476866
  2.97234392  80.5181046  0.849298477
  2.97529006  80.4623413  0.851197124
  2.97808886  80.4085617  0.85299319
  2.98144722  80.3429642  0.855138421
  2.98547745  80.2626724  0.857697964
  2.99031377  80.1640167  0.860747635
  2.99611735  80.0421677  0.864375114
  3.00163054  79.9228058  0.867787778
  3.0043869  79.861763  0.869481623
  3.00769496  79.7872772  0.871502936
  3.01166439  79.6960754  0.873912096
  3.01642799  79.5839615  0.876778841
  3.0180161  79.5459137  0.877728403
  3.02013302  79.4946671  0.878989875
  3.02214432  79.4454193  0.88018322
  3.02482605  79.3788757  0.881766617
  3.02616668  79.3452225  0.882555008
  3.02795458  79.2999573  0.883602679
  3.03033829  79.238884  0.884993255
  3.0331986  79.1644974  0.88665247
  3.03462863  79.1268463  0.887478113
  3.03653574  79.0761719  0.888574839
  3.03834748  79.0275116  0.889612377
  3.0407629  78.9618378  0.890988886
  3.04366159  78.8818207  0.892630517
  3.04462767  78.8548508  0.893175185
  3.04591608  78.8186569  0.893899441
  3.04713964  78.7840195  0.894585371
  3.04877138  78.7374496  0.895496786
  3.05094719  78.674675  0.896706223
  3.05355811  78.5982971  0.898148835
  3.05603838  78.5246429  0.899510324
  3.0590148  78.434845  0.901132584
  3.06258655  78.3250122  0.903062344
  3.06597948  78.2185059  0.904878259
  3.06767607  78.1644592  0.905779779
  3.06928778  78.1126099  0.906632245
  3.07143664  78.0427017  0.907762706
  3.07401538  77.957634  0.90911001
  3.07530499  77.9146118  0.909779787
  3.07702398  77.8567352  0.91066885
  3.07908702  77.7865067  0.911729634
  3.08156252  77.701088  0.912993729
  3.08453321  77.5969162  0.914497793
  3.0860188  77.544136  0.91524452
  3.08742976  77.4935684  0.915950596
  3.08877015  77.4451294  0.916618347
  3.090379  77.3864899  0.917415798
  3.09118319  77.3569641  0.917812943
  3.09225583  77.3173676  0.918340802
  3.09368539  77.264183  0.919041574
  3.0950439  77.2132416  0.919704199
  3.09685516  77.1446686  0.920582891
  3.09902859  77.061409  0.921630025
  3.10011554  77.019371  0.922150552
  3.10156417  76.9628983  0.922841489
  3.10330296  76.8944931  0.923665822
  3.1053896  76.81147  0.924648106
  3.10789347  76.7104797  0.925816834
  3.10872793  76.6764755  0.926203966
  3.10984063  76.6308899  0.926718235
  3.11132455  76.5696335  0.92740047
  3.11310506  76.4954147  0.928214014
  3.11369848  76.4704971  0.928483963
  3.11449003  76.437149  0.928842843
  3.11554503  76.3924484  0.92931962
  3.1169517  76.3323898  0.929952204
  3.11765528  76.3021927  0.930267096
  3.11859298  76.2617111  0.930685639
  3.11984348  76.2074051  0.931241155
  3.12103152  76.1554489  0.931766212
  3.12215996  76.105751  0.932262599
  3.12351441  76.0456924  0.932855129
  3.12513947  75.9729843  0.933561683
  3.12668347  75.9032822  0.934228301
  3.12814999  75.8364868  0.934857488
  3.12991023  75.7555923  0.935607076
  3.13079023  75.7148361  0.935979605
  3.13196349  75.6601791  0.936474085
  3.13337159  75.5941086  0.937063932
  3.13506126  75.514122  0.937766731
  3.13534284  75.5007248  0.937883317
  3.13590598  75.4738464  0.938116074
  3.136657  75.4378815  0.938425362
  3.13765836  75.3896942  0.938836098
  3.13885975  75.3315201  0.939326406
  3.14000106  75.2758942  0.939789534
  3.14137101  75.2086716  0.94034189
  3.14301443  75.127327  0.940999806
  3.1438365  75.0863876  0.941326737
  3.14493227  75.0315094  0.94176054
  3.14624691  74.9652252  0.942277968
  3.147825  74.8850708  0.942894161
  3.14835095  74.8581924  0.943098485
  3.14905214  74.8222504  0.943369985
  3.14998746  74.7741165  0.943730474
  3.150455  74.7499619  0.943910003
  3.15107822  74.7176514  0.944148719
  3.15190959  74.6744232  0.944465756
  3.15269899  74.6331787  0.944765627
  3.15309405  74.6124878  0.944915116
  3.15362024  74.5848389  0.945113838
  3.15432191  74.5478668  0.945378006
  3.15525794  74.4983444  0.94572854
  3.15638089  74.4386139  0.946146846
  3.15772843  74.3664856  0.946645319
  3.15840244  74.3302383  0.946893156
  3.15873933  74.3120728  0.947016716
  3.15918851  74.287796  0.947181046
  3.15978742  74.2553482  0.947399497
  3.16058588  74.211937  0.947689652
  3.16134477  74.1705399  0.947964013
  3.16206551  74.1310577  0.948223472
  3.16293025  74.0835114  0.948533475
  3.16396809  74.0261841  0.948903263
  3.16521358  73.9570312  0.949344039
  3.16552472  73.9396744  0.949453652
  3.16594005  73.9165039  0.949599564
  3.16649342  73.8855286  0.949793518
  3.16723156  73.8441086  0.950051069
  3.16811705  73.7942123  0.95035857
  3.16856003  73.7691956  0.950511694
  3.16915035  73.7357559  0.950715184
  3.16993761  73.6910324  0.950985312
  3.170331  73.6686096  0.9511199
  3.170856  73.638649  0.951298773
  3.17155576  73.5986023  0.951536357
  3.17239547  73.5503845  0.951820016
  3.17340302  73.4922867  0.952158391
  3.17461228  73.4222412  0.952561438
  3.17521667  73.387085  0.95276171
  3.17579103  73.3536072  0.952951252
  3.17655706  73.3088379  0.953202844
  3.17747593  73.2549438  0.953503013
  3.17857885  73.1899948  0.953860641
  3.17913008  73.1574249  0.954038501
  3.17986536  73.1138763  0.954274476
  3.18023276  73.0920563  0.954392076
  3.18072295  73.0629196  0.954548299
  3.18137646  73.0239868  0.954755843
  3.1819973  72.986908  0.954952061
  3.18274236  72.9423065  0.955186367
  3.18363619  72.8886185  0.955465853
  3.18408298  72.8617172  0.955604911
  3.18467903  72.8257751  0.955789626
  3.18539429  72.782547  0.956010222
  3.18625259  72.7305374  0.956273377
  3.18668151  72.7044678  0.956404269
  3.18725371  72.6696625  0.956578195
  3.18779731  72.6365433  0.956742704
  3.18831348  72.6050186  0.956898332
  3.18900204  72.5629044  0.957104921
