Name,H,a,e,i,Omega,peri,M,n,Epoch
2020 HQ116,15.06,5.2257659,0.1045992,21.6903,221.28341,70.36932,18.54943,0.08250479,2023.150684931507
2020 HS116,15.1,5.1849858,0.1121901,4.17232,80.57933,195.46706,20.6198,0.08348005,2023.150684931507
2020 HT116,14.98,5.2285645,0.0376565,12.3562,113.22916,164.79144,19.32147,0.08243856,2023.150684931507
2020 HU116,15.26,5.10685,0.0565087,8.8761,200.26611,102.75335,10.39347,0.08540326,2023.150684931507
2020 HV116,14.5,5.32164,0.0163143,26.34123,192.77456,91.06995,29.39123,0.08028526,2023.150684931507
2020 HW116,15.48,5.19336,0.1296896,18.27396,210.15851,78.61008,29.97394,0.08327822,2023.150684931507
2020 HY116,14.63,5.1820802,0.0836316,15.19638,131.00583,161.31086,19.71204,0.08355027,2023.150684931507
2020 HZ116,14.96,5.1867042,0.1249657,15.63909,171.04281,95.83177,44.62377,0.08343857,2023.150684931507
2020 HA117,14.8,5.2768995,0.0424812,23.84333,156.00613,162.67871,354.97178,0.08130848,2023.150684931507
2020 HB117,14.59,5.1771046,0.0551151,26.2281,215.26312,136.20685,297.87465,0.08367075,2023.150684931507
2020 HJ117,15.18,5.2469176,0.118404,9.89963,187.16429,136.89179,357.36318,0.08200639,2023.150684931507
2020 HQ117,14.6,5.1688238,0.048332,12.49414,64.93187,213.69057,21.16612,0.0838719,2023.150684931507
2020 HR117,14.62,5.2699015,0.0946993,19.93287,80.85566,218.89016,6.10212,0.08147049,2023.150684931507
2020 HW117,14.7,5.190676,0.0268952,29.47814,214.05334,102.49459,353.73129,0.08334282,2023.150684931507
2020 HF118,14.8,5.0780676,0.032214,26.60181,233.41936,71.68912,5.87776,0.08613038,2023.150684931507
2020 HH120,14.36,5.1935477,0.0992594,39.4048,125.61059,167.35227,25.94612,0.08327371,2023.150684931507
2020 HU120,14.92,5.2190706,0.072704,32.83279,160.64397,170.98498,332.21959,0.0826636,2023.150684931507
2020 HT122,14.94,5.171638,0.1363637,28.76639,180.40223,120.66389,22.80334,0.08380345,2023.150684931507
2020 HY127,14.6,5.2049064,0.0723256,7.52313,160.19708,62.54733,84.73001,0.08300126,2023.150684931507
2020 HF129,14.73,5.2602036,0.0949278,19.33579,53.97666,294.72636,313.90259,0.0816959,2023.150684931507
2020 HM140,14.82,5.1836173,0.1096933,3.9551,255.05877,63.5459,350.29673,0.08351311,2023.150684931507
2020 HV140,15.09,5.1222568,0.0649142,17.7238,227.07681,75.43454,8.70033,0.08501823,2023.150684931507
2020 HZ145,15.02,5.1529064,0.1167973,1.19279,172.06803,147.11552,355.02764,0.08426082,2023.150684931507
2020 HC146,14.9,5.1724607,0.073594,24.92242,28.3134,347.86059,287.06543,0.08378346,2023.150684931507
2020 HE146,14.92,5.1817545,0.0420046,7.1124,271.75292,265.82243,125.91863,0.08355815,2023.150684931507
2020 HG146,15.2,5.1015243,0.0318865,8.43108,200.61888,59.91245,43.72281,0.08553702,2023.150684931507
2020 HJ147,15.17,5.1578534,0.0499973,11.38996,216.23805,113.41024,345.33587,0.08413963,2023.150684931507
2020 HV154,14.5,5.1837244,0.1137396,32.39842,91.64806,256.18949,340.62065,0.08351053,2023.150684931507
2020 HT155,14.98,5.1227149,0.0967294,28.63848,137.33342,196.04652,353.44691,0.08500683,2023.150684931507
2020 HV159,15.25,5.2824318,0.1594548,2.62107,322.50229,303.50851,49.5397,0.08118078,2023.150684931507
2020 HW159,14.77,5.2122249,0.0586534,15.1457,130.01818,136.46503,51.50131,0.08282651,2023.150684931507
2020 HY159,15.03,5.1181024,0.0647519,6.92481,285.38051,31.34518,341.22936,0.08512176,2023.150684931507
2020 HA160,14.72,5.14752,0.1333793,12.95302,255.23883,72.86299,349.95124,0.08439311,2023.150684931507
2020 HB160,15.11,5.1116503,0.0297338,16.49975,160.068,189.4479,334.76363,0.08528298,2023.150684931507
2020 HE160,15.04,5.163534,0.1421907,8.27855,186.69589,106.95681,27.55127,0.08400082,2023.150684931507
2020 HF160,14.97,5.1900447,0.0667339,23.66164,176.76564,135.42871,21.91299,0.08335803,2023.150684931507
2020 HG160,14.54,5.2229457,0.0620271,11.89253,149.73895,161.03769,10.67303,0.08257162,2023.150684931507
2020 HS160,15.4,5.1589484,0.1478847,22.12627,148.1882,139.28458,36.37655,0.08411284,2023.150684931507
2020 HA162,15.44,5.207287,0.0525975,15.51349,214.56872,110.1551,335.51658,0.08294435,2023.150684931507
2020 HD165,15.04,5.1807182,0.0737304,0.74359,223.25007,109.5718,328.10704,0.08358322,2023.150684931507
2020 HA168,15.33,5.1083152,0.06386,25.58747,121.35238,164.84486,43.56209,0.08536651,2023.150684931507
2020 HV169,15.36,5.1707114,0.1037348,6.21241,70.64833,226.87984,17.41708,0.08382598,2023.150684931507
2020 HW169,15.16,5.2605376,0.1247098,26.03502,105.20947,156.97282,48.80379,0.08168812,2023.150684931507
2020 HQ170,14.91,5.1434005,0.0058927,18.66997,231.84204,314.12951,113.6448,0.08449452,2023.150684931507
2020 HL173,14.74,5.2785272,0.042354,8.53732,23.77714,243.14499,36.88965,0.08127087,2023.150684931507
2020 JD4,14.58,5.1363291,0.073776,13.14186,315.07237,349.95489,10.80983,0.08466907,2023.150684931507
2020 JL5,14.27,5.1517828,0.0803126,20.22471,225.02225,45.23753,55.89968,0.08428839,2023.150684931507
2020 JL8,13.81,5.1985308,0.0714984,26.82157,247.20088,121.59286,313.94092,0.083154,2023.150684931507
2020 JD14,14.84,5.2061817,0.0563317,9.20944,94.21472,210.20169,30.20742,0.08297076,2023.150684931507
2020 JA16,14.89,5.2276946,0.0348045,30.44906,165.82793,119.56666,41.27159,0.08245913,2023.150684931507
2020 JV19,14.77,5.1216027,0.0649569,31.01969,112.62317,182.98335,27.65518,0.08503452,2023.150684931507
2020 JJ21,14.76,5.3378457,0.0428107,28.3408,141.52152,169.69906,11.10662,0.07991992,2023.150684931507
2020 JX21,14.5,5.258081,0.0731797,20.08833,77.98651,147.32609,95.01736,0.08174537,2023.150684931507
2020 JC22,14.86,5.1549785,0.0360581,8.58422,66.3281,200.3493,57.80082,0.08421002,2023.150684931507
2020 JQ22,14.95,5.101032,0.1041408,28.06862,77.27806,223.93022,27.51166,0.08554941,2023.150684931507
2020 JP25,14.75,5.2710908,0.1190721,15.1396,122.59024,154.89278,45.22824,0.08144292,2023.150684931507
2020 JX26,14.22,5.2168966,0.0703249,28.8554,246.35824,45.16727,37.37426,0.08271528,2023.150684931507
2020 JC27,14.76,5.2562061,0.13395,8.73307,269.81104,5.08499,51.53886,0.08178911,2023.150684931507
2020 JR28,14.3,5.197978,0.0867855,23.25247,256.04374,311.83157,107.16665,0.08316727,2023.150684931507
2020 JH29,14.53,5.2514382,0.0094283,21.70651,91.6264,238.80904,358.06179,0.08190053,2023.150684931507
2020 JS29,14.94,5.192116,0.0711689,3.60547,223.7921,2.81421,94.1574,0.08330815,2023.150684931507
2020 JR31,14.88,5.203113,0.0503766,21.90768,85.77305,285.56284,311.3838,0.08304418,2023.150684931507
2020 JD32,15.09,5.1621317,0.0734597,30.50501,215.28151,97.70942,12.99636,0.08403505,2023.150684931507
2020 JO35,14.34,5.2474104,0.0583966,18.14872,349.16883,295.70187,30.63266,0.08199484,2023.150684931507
2020 JQ35,14.29,5.2879065,0.07658,28.34669,233.50326,81.00072,6.13709,0.08105474,2023.150684931507
2020 JD42,15.02,5.2156159,0.0665881,2.70285,264.60162,307.88283,99.73757,0.08274574,2023.150684931507
2020 JN43,14.67,5.2980665,0.0492066,16.99244,295.36242,354.51783,26.31977,0.0808217,2023.150684931507
2020 JO43,15.04,5.1682599,0.1499562,9.95465,295.64307,358.85673,29.08112,0.08388563,2023.150684931507
2020 JB45,14.81,5.135619,0.0239691,28.27842,135.61153,190.47225,349.68547,0.08468663,2023.150684931507
2020 JF45,15.16,5.1448356,0.0740275,28.24904,180.47339,139.69636,18.62281,0.08445917,2023.150684931507
2020 JP46,14.73,5.1968269,0.1066824,17.98839,84.93271,223.38105,13.27626,0.0831949,2023.150684931507
2020 JQ46,14.87,5.2692063,0.0418841,2.91647,249.53125,88.33043,348.07016,0.08148661,2023.150684931507
2020 KL8,14.36,5.2948497,0.0696412,25.15129,100.72296,204.52972,30.50203,0.08089536,2023.150684931507
2020 KJ12,14.49,5.1722803,0.080026,31.31371,106.88811,199.17681,22.39561,0.08378784,2023.150684931507
2020 KB24,14.94,5.1193243,0.0509981,30.93251,119.39488,190.87266,11.71759,0.08509129,2023.150684931507
2020 KZ29,14.8,5.1408475,0.054845,17.24059,253.51168,38.3272,35.47019,0.08455747,2023.150684931507
2020 KC30,14.77,5.2748873,0.0682694,22.78721,124.40449,173.97585,17.28579,0.08135501,2023.150684931507
2020 KD30,14.79,5.220604,0.0183448,6.18179,36.07767,212.07689,77.19287,0.08262718,2023.150684931507
2020 KL30,15.33,5.205514,0.0970044,13.99175,271.41844,353.89039,63.85172,0.08298673,2023.150684931507
2020 KE31,14.77,5.1917318,0.1037584,24.49413,57.93831,163.20361,99.16238,0.0833174,2023.150684931507
2020 KO31,14.7,5.2982946,0.0571613,18.38707,76.64812,149.63657,101.5307,0.08081648,2023.150684931507
2020 KH34,14.93,5.2272834,0.1154847,14.61221,257.21756,332.28298,85.71688,0.08246886,2023.150684931507
2020 KY34,14.6,5.1965883,0.00774,7.90965,181.8611,166.4038,349.3571,0.08320063,2023.150684931507
2020 KO36,14.7,5.2287257,0.0892401,33.17498,94.38628,237.55675,341.61102,0.08243474,2023.150684931507
2020 KX39,14.9,5.2907081,0.0250881,29.76502,126.76826,162.00994,18.03976,0.08099037,2023.150684931507
2020 KZ45,14.6,5.2378184,0.042648,11.85274,266.66797,343.23965,65.91884,0.08222018,2023.150684931507
2020 KQ48,14.3,5.2567002,0.0511874,25.83717,248.23841,75.22805,14.03438,0.08177758,2023.150684931507
2020 KC51,15.1,5.1399849,0.1334491,13.98037,11.66781,250.74506,64.34776,0.08457876,2023.150684931507
2020 KD51,14.61,5.2016307,0.0713982,10.61852,292.8478,34.69457,5.09042,0.08307968,2023.150684931507
2020 KE51,14.58,5.2870077,0.085726,15.5027,35.2504,288.21179,7.56395,0.08107541,2023.150684931507
2020 KG51,14.95,5.1669351,0.0865618,31.41307,171.55128,146.64306,16.88916,0.08391789,2023.150684931507
2020 KL51,14.69,5.1749518,0.0169114,31.69562,135.92681,205.18893,330.8754,0.08372297,2023.150684931507
2020 KW52,14.7,5.1709764,0.0808348,29.13141,122.12731,195.82921,23.51673,0.08381953,2023.150684931507
2020 KP56,15.05,5.2351741,0.0301215,28.32202,146.73417,95.46328,72.17752,0.08228248,2023.150684931507
2020 LY9,14.54,5.2441036,0.0692502,31.52845,65.22141,224.85465,41.09673,0.08207241,2023.150684931507
2020 LA12,14.96,5.1893301,0.0409865,17.74805,249.05702,33.62001,51.25897,0.08337525,2023.150684931507
2020 MB8,14.87,5.2123255,0.0705166,9.12191,259.66608,169.36559,345.08621,0.08282411,2023.150684931507
2020 MY50,15.04,5.1543155,0.0402555,16.55088,103.37665,227.36602,5.44087,0.08422627,2023.150684931507
2020 MZ50,15.24,5.2541711,0.0796481,8.56984,112.5535,181.7612,41.45572,0.08183663,2023.150684931507
2020 OE7,14.7,5.2739649,0.0664072,29.05903,302.60862,83.48906,62.48976,0.08137635,2023.150684931507
2020 OS12,14.42,5.1335549,0.055177,25.61026,299.63193,90.84229,25.1258,0.08473772,2023.150684931507
2020 OA43,14.78,5.1907072,0.093337,8.74524,40.30459,331.88616,45.344,0.08334207,2023.150684931507
2020 OP48,14.59,5.2337888,0.0468599,16.90169,341.50371,57.52442,21.16753,0.08231515,2023.150684931507
2020 OA64,14.42,5.2053578,0.1190797,33.45217,331.73575,83.77294,13.53802,0.08299046,2023.150684931507
2020 OX79,14.98,5.2096818,0.0827812,4.59848,159.09239,261.01891,4.31249,0.08288716,2023.150684931507
2020 OY79,14.89,5.1343626,0.1006234,19.66483,162.12732,257.73573,8.44783,0.08471772,2023.150684931507
2020 OC80,14.87,5.1678165,0.0790759,14.81831,21.02306,47.78432,351.30763,0.08389642,2023.150684931507
2020 OL80,14.75,5.1951754,0.1202213,14.7156,267.72527,161.26723,359.22667,0.08323457,2023.150684931507
2020 ON80,15.39,5.1282828,0.0963149,7.08261,2.64265,62.96448,5.85464,0.08486842,2023.150684931507
2020 OS81,14.8,5.1924893,0.0387459,9.58362,266.02846,137.57151,10.47617,0.08329917,2023.150684931507
2020 OT81,14.31,5.216381,0.0709838,10.40282,230.76886,221.0283,323.19951,0.08272754,2023.150684931507
2020 OO83,15.11,5.1205213,0.0736792,13.95714,265.1556,133.60487,23.79079,0.08506145,2023.150684931507
2020 OS83,15.03,5.1413815,0.0746853,17.70251,333.76462,58.62277,30.75625,0.0845443,2023.150684931507
2020 OQ86,14.8,5.1765731,0.0708428,7.65288,240.87479,182.59313,1.86534,0.08368364,2023.150684931507
2020 OG89,14.96,5.2127653,0.1121909,16.53138,86.66846,306.37816,31.30775,0.08281363,2023.150684931507
2020 OL100,14.72,5.1773957,0.0841063,21.0669,12.07231,17.30729,35.69502,0.08366369,2023.150684931507
2020 OR102,14.72,5.3248427,0.0320252,16.38409,148.48824,266.99957,5.25765,0.08021284,2023.150684931507
2020 OT102,15.2,5.2062281,0.0912117,17.16527,198.06296,197.53991,28.31453,0.08296966,2023.150684931507
2020 OC103,15.13,5.2804192,0.1313454,16.86913,170.73858,233.14212,22.46876,0.0812272,2023.150684931507
2020 OY105,14.9,5.2065353,0.1019032,17.71488,261.61928,186.38195,333.46768,0.08296231,2023.150684931507
2020 OV110,14.98,5.1563317,0.1054481,27.71871,125.60856,297.20917,6.04569,0.08417688,2023.150684931507
2020 OM112,15.35,5.10332,0.07334,8.64939,79.10009,305.51165,49.02624,0.08549188,2023.150684931507
2020 OL116,14.99,5.2802224,0.1215384,26.42879,157.89064,255.76906,25.09616,0.08123174,2023.150684931507
2020 OS116,14.91,5.2593106,0.0489844,14.90354,8.69397,73.32926,333.73623,0.08171671,2023.150684931507
2020 OT116,15.02,5.2127187,0.091745,12.56869,47.97975,358.58242,14.28544,0.08281474,2023.150684931507
2020 OU116,15.15,5.2437456,0.1510506,25.82432,133.12735,313.47753,348.61006,0.08208081,2023.150684931507
2020 ON117,15.08,5.2709755,0.1374683,13.24439,73.95984,23.70937,332.77847,0.08144559,2023.150684931507
2020 OG119,15.16,5.1763738,0.040451,6.57159,238.08141,122.99191,57.43577,0.08368847,2023.150684931507
2020 PX16,14.85,5.1060306,0.0805387,11.5945,91.04914,6.06586,337.67246,0.08542381,2023.150684931507
2020 PE20,14.51,5.2412516,0.0763527,12.77225,149.99382,227.64446,43.47672,0.08213941,2023.150684931507
2020 PF22,15.19,5.166443,0.0144272,7.44339,49.6558,323.32914,43.46554,0.08392988,2023.150684931507
2020 PO25,14.34,5.2923413,0.0536537,13.12959,195.85827,244.72755,340.00914,0.08095288,2023.150684931507
2020 PY25,14.9,5.193461,0.1775448,12.33235,167.3616,233.28479,33.04313,0.08327579,2023.150684931507
2020 PD26,14.35,5.3073105,0.0656042,13.92215,252.39548,185.94204,345.39845,0.08061063,2023.150684931507
2020 PN30,14.56,5.150618,0.0866343,19.88253,244.2559,124.10708,60.52442,0.08431698,2023.150684931507
2020 PH39,14.4,5.180771,0.0891324,18.36522,61.04183,262.59022,101.84254,0.08358195,2023.150684931507
2020 PP39,14.66,5.3596805,0.0462134,5.89042,21.51331,70.56759,338.61742,0.07943204,2023.150684931507
2020 PC44,14.77,5.1586003,0.0871049,8.64081,78.70133,320.22471,23.33104,0.08412135,2023.150684931507
2020 PF50,15.2,5.1698065,0.0827435,5.91628,281.8359,120.82142,18.81065,0.08384799,2023.150684931507
2020 PK50,15.16,5.1548316,0.0951415,19.58231,168.49171,256.12278,3.94823,0.08421362,2023.150684931507
2020 PS51,14.91,5.179128,0.0179927,3.81202,319.6456,130.74829,332.74408,0.08362172,2023.150684931507
2020 PV51,15.15,5.2635478,0.0520647,9.23605,43.87293,334.22641,44.15386,0.08161805,2023.150684931507
2020 PX51,14.65,5.1414062,0.0905317,7.23874,198.6551,261.04814,322.5906,0.08454369,2023.150684931507
2020 PY51,15.29,5.1620165,0.059992,4.06976,143.35241,217.46541,59.5322,0.08403786,2023.150684931507
2020 PL52,14.81,5.2167933,0.0700977,5.13251,259.74576,177.49638,342.29567,0.08271773,2023.150684931507
2020 PL53,15.09,5.1230329,0.0871987,8.78588,80.42514,336.08023,12.13342,0.08499891,2023.150684931507
2020 PN53,14.41,5.2285411,0.0757858,15.81607,318.75981,93.779,8.69475,0.08243911,2023.150684931507
2020 PX53,14.54,5.3073239,0.0940042,5.9072,161.42107,246.75174,22.21197,0.08061033,2023.150684931507
2020 PA54,14.49,5.2487411,0.0582032,11.62352,106.84618,303.77508,16.08368,0.08196366,2023.150684931507
2020 PC54,14.82,5.2547484,0.0664666,10.74891,136.72883,302.90307,348.48785,0.08182315,2023.150684931507
2020 PO54,14.7,5.159835,0.0314415,12.71495,114.54909,284.16809,28.92626,0.08409116,2023.150684931507
2020 PV54,15.28,5.1959755,0.1090395,7.87086,109.78626,311.5782,17.31855,0.08321535,2023.150684931507
2020 PW54,14.66,5.210577,0.1407189,32.74928,0.89822,63.45096,12.32592,0.0828658,2023.150684931507
2020 PX54,14.98,5.1741494,0.0526099,14.31015,21.19059,2.99074,41.57674,0.08374244,2023.150684931507
2020 PB55,15.11,5.1678372,0.1161683,10.17522,40.13008,17.23087,20.26078,0.08389592,2023.150684931507
2020 PK55,14.84,5.1089204,0.1143668,5.65099,184.37343,243.85358,9.15158,0.08535135,2023.150684931507
2020 PR55,15.22,5.1575317,0.1064823,9.52025,91.59851,312.90391,26.43827,0.0841475,2023.150684931507
2020 PU55,14.81,5.2777023,0.0748241,21.2627,169.10086,196.34746,58.11095,0.08128993,2023.150684931507
2020 PN56,14.6,5.2190382,0.0582227,9.3521,67.7863,24.62993,336.10953,0.08266437,2023.150684931507
2020 PK63,14.86,5.1676637,0.0733194,9.58683,46.27111,38.70904,344.67986,0.08390015,2023.150684931507
2020 PZ69,15.19,5.2117534,0.0685088,9.7944,59.26538,347.19168,19.65324,0.08283775,2023.150684931507
2020 PJ70,15.01,5.2566582,0.015161,4.55162,126.42801,294.16552,4.69381,0.08177856,2023.150684931507
2020 PV73,14.49,5.2901318,0.0924283,8.28261,143.68836,279.21283,3.3671,0.0810036,2023.150684931507
2020 PW73,14.99,5.2074594,0.0640612,5.87507,166.9659,213.45389,39.01273,0.08294023,2023.150684931507
2020 PF74,14.78,5.2813505,0.0388917,5.16427,148.65169,197.62149,79.04518,0.08120571,2023.150684931507
2020 PY74,14.87,5.1498312,0.0403668,8.44644,33.97864,43.17549,348.54057,0.08433631,2023.150684931507
2020 PB75,15.24,5.1493507,0.0770116,21.64745,36.85728,314.44405,68.24329,0.08434811,2023.150684931507
2020 PC75,14.94,5.2236831,0.0759989,18.90054,166.65747,262.83853,347.65603,0.08255414,2023.150684931507
2020 PD75,14.39,5.2868412,0.0772152,21.54703,96.32783,17.20483,313.00254,0.08107924,2023.150684931507
2020 PF75,15.46,5.2040826,0.1722626,3.24291,164.79326,229.56123,35.27111,0.08302097,2023.150684931507
2020 PG75,15.62,5.1936865,0.1558747,7.84329,169.94876,233.61155,27.50089,0.08327037,2023.150684931507
2020 PH75,15.07,5.1536525,0.1279306,7.59586,157.04183,265.94728,14.54828,0.08424253,2023.150684931507
2020 PK75,15.2,5.1237298,0.1036957,19.51404,35.22236,39.17787,358.15276,0.08498157,2023.150684931507
2020 PL75,15.19,5.1251735,0.0587569,4.94688,206.46239,259.21043,312.78326,0.08494566,2023.150684931507
2020 PM75,15.19,5.135203,0.0691668,6.82451,208.24072,183.9278,29.64519,0.08469693,2023.150684931507
2020 PN75,15.42,5.2388894,0.0826832,6.51596,318.7043,69.33227,34.0976,0.08219497,2023.150684931507
2020 PP75,15.17,5.1378796,0.073615,10.00095,75.19366,316.5052,39.37673,0.08463075,2023.150684931507
2020 PQ75,15.21,5.1617837,0.0770073,8.28887,51.65017,14.30179,7.47001,0.08404355,2023.150684931507
2020 PE76,15.18,5.1743209,0.0663558,7.01401,192.75907,181.9249,47.96723,0.08373828,2023.150684931507
2020 PM77,15.12,5.2506028,0.1337194,7.43693,99.87701,313.97615,21.47914,0.08192007,2023.150684931507
2020 PN77,15.59,5.1663608,0.0445853,5.49857,324.91662,122.04965,339.42604,0.08393188,2023.150684931507
2020 PH78,14.85,5.2345092,0.0619193,10.03564,99.81747,359.89612,326.28315,0.08229816,2023.150684931507
2020 PJ78,14.76,5.2618901,0.0152934,6.45669,331.03665,350.42124,98.77389,0.08165662,2023.150684931507
2020 PL78,15.18,5.1795076,0.1347227,22.7748,167.13678,229.33649,39.97179,0.08361253,2023.150684931507
2020 PM80,15.46,5.190677,0.1456639,7.70178,196.97128,208.32599,24.85022,0.0833428,2023.150684931507
2020 PW80,15.41,5.1904261,0.0671909,9.62762,46.24269,11.2619,15.74353,0.08334884,2023.150684931507
2020 PX80,15.2,5.2017156,0.1354939,5.00178,295.98089,85.38659,47.0046,0.08307764,2023.150684931507
2020 PD81,14.8,5.2911393,0.0962132,8.55557,108.9697,307.02651,9.97586,0.08098047,2023.150684931507
2020 PL81,15.1,5.245606,0.1267877,10.34522,96.18597,299.37171,34.46659,0.08203715,2023.150684931507
2020 PY81,15.36,5.2667254,0.0922674,18.16588,347.54612,49.03786,27.53622,0.0815442,2023.150684931507
2020 PA82,14.71,5.2230331,0.075925,31.04464,349.2469,105.53081,336.00879,0.08256955,2023.150684931507
2020 PC82,15.47,5.2073045,0.1559213,8.26585,138.52345,242.443,54.68677,0.08294393,2023.150684931507
2020 PF86,15.06,5.1408925,0.0825568,8.48004,59.304,41.16681,334.28566,0.08455636,2023.150684931507
2020 PM87,14.73,5.2275874,0.0974219,17.29411,72.41892,343.47439,1.96118,0.08246167,2023.150684931507
2020 PK92,15.2,5.2082438,0.1120342,10.65611,167.87651,239.86032,17.90697,0.08292149,2023.150684931507
2020 PL92,15.29,5.2081108,0.1057895,7.29579,112.10563,293.21285,20.9739,0.08292467,2023.150684931507
2020 PP92,15.77,5.1988796,0.128986,6.63988,176.98473,243.664,7.51923,0.08314563,2023.150684931507
2020 PQ92,14.93,5.1404999,0.0494176,5.8661,98.59965,3.03084,320.78258,0.08456605,2023.150684931507
2020 PR92,14.95,5.1702717,0.0614082,11.00181,171.33571,276.51768,337.64589,0.08383667,2023.150684931507
2020 PN93,14.96,5.2062736,0.0156687,8.58958,78.78079,71.88672,271.50764,0.08296857,2023.150684931507
2020 PQ93,15.07,5.2461065,0.0548901,6.85656,72.22744,313.81549,43.05947,0.08202541,2023.150684931507
2020 PR93,15.05,5.2801067,0.0839023,9.51857,152.02916,277.32875,358.07277,0.08123441,2023.150684931507
2020 PT93,15.11,5.2698172,0.0409363,8.91168,78.82765,319.34315,24.29416,0.08147244,2023.150684931507
2020 PU93,15.16,5.2185037,0.0826427,6.62559,307.52895,97.48053,7.0829,0.08267707,2023.150684931507
2020 PX93,15.21,5.2076072,0.0847747,6.59739,217.60545,232.76081,331.798,0.0829367,2023.150684931507
2020 PY93,15.27,5.1076109,0.0758415,8.28995,177.51471,261.0153,352.35915,0.08538417,2023.150684931507
2020 PZ93,15.65,5.1832673,0.1646302,6.5791,104.17916,305.85344,23.49879,0.08352157,2023.150684931507
2020 PJ94,14.78,5.2028027,0.091168,7.03271,208.71795,230.17289,343.97638,0.08305161,2023.150684931507
2020 PP94,15.73,5.2764598,0.1437066,14.07177,123.44427,291.53295,19.11174,0.08131864,2023.150684931507
2020 QH11,14.24,5.2565645,0.1151606,10.31283,150.38964,252.67505,31.43882,0.08178075,2023.150684931507
2020 QZ15,15.06,5.2125346,0.1435647,9.83631,57.82412,316.30079,63.44224,0.08281913,2023.150684931507
2020 QL17,14.91,5.2918546,0.0695436,8.69347,91.21895,294.11569,53.20326,0.08096405,2023.150684931507
2020 QT17,14.6,5.2537254,0.0749332,27.53868,317.20268,86.36505,27.12653,0.08184705,2023.150684931507
2020 QT18,14.27,5.204342,0.1063362,23.81095,4.3062,17.19418,54.22125,0.08301476,2023.150684931507
2020 QL25,14.9,5.1999763,0.081872,10.37251,108.1494,323.8019,14.01331,0.08311933,2023.150684931507
2020 QA27,14.41,5.2628486,0.052715,19.51026,199.71011,231.22123,0.44216,0.08163432,2023.150684931507
2020 QF27,14.9,5.2307466,0.0523308,7.42449,268.85406,130.52437,34.47713,0.08238697,2023.150684931507
2020 QM30,14.82,5.255691,0.1195931,17.88855,174.74802,247.64839,18.75816,0.08180114,2023.150684931507
2020 QS30,14.65,5.137041,0.065861,15.55649,312.4873,33.02713,82.63349,0.08465147,2023.150684931507
2020 QA31,14.97,5.187639,0.1427274,16.94619,164.34677,248.19257,34.16612,0.08341602,2023.150684931507
2020 QE37,15.2,5.1565916,0.0194484,10.0583,63.96047,302.84135,71.62971,0.08417051,2023.150684931507
2020 QU37,14.58,5.2798023,0.0598993,19.38271,273.81271,68.09976,92.6006,0.08124143,2023.150684931507
2020 QH40,14.6,5.200423,0.131544,18.62356,255.35701,164.6171,27.04932,0.08310862,2023.150684931507
2020 QL42,15.13,5.2325952,0.1733087,1.21796,116.91565,257.46015,61.21241,0.08234332,2023.150684931507
2020 QQ51,15.06,5.0720244,0.0658706,10.07967,203.94684,146.14236,85.41224,0.08628436,2023.150684931507
2020 QY55,15.07,5.1984666,0.1300617,25.76727,338.8933,71.73779,28.45482,0.08315554,2023.150684931507
2020 QO58,15.27,5.2449994,0.0951638,8.59834,105.27495,328.00872,352.27133,0.08205138,2023.150684931507
2020 QS64,14.67,5.2349309,0.1056884,31.28954,225.59143,197.8875,16.4169,0.08228821,2023.150684931507
2020 QV64,15.55,5.1848508,0.1720217,8.96174,96.08418,337.67856,22.36218,0.08348331,2023.150684931507
2020 QA65,15.03,5.1168401,0.086577,8.49397,131.18912,300.5529,13.62253,0.08515327,2023.150684931507
2020 QD65,14.91,5.2778761,0.0727579,13.61858,0.82844,32.16558,42.15568,0.08128591,2023.150684931507
2020 QE65,14.66,5.1496142,0.0854252,8.55375,73.44214,19.77652,355.28402,0.08434164,2023.150684931507
2020 QF65,15.07,5.2338366,0.0137352,8.94169,23.91259,91.23287,318.27068,0.08231402,2023.150684931507
2020 QH65,15.0,5.1913938,0.0686051,11.42321,28.58373,337.10441,57.01821,0.08332554,2023.150684931507
2020 QQ65,14.96,5.2287846,0.0497645,26.06739,209.72014,172.14993,41.54286,0.08243335,2023.150684931507
2020 QU65,14.65,5.2284089,0.03067,27.65812,239.50893,156.03311,42.27372,0.08244223,2023.150684931507
2020 QW65,14.64,5.2084875,0.0953747,25.66284,262.65174,231.36791,313.52466,0.08291567,2023.150684931507
2020 QZ65,14.93,5.1715748,0.0573293,12.81595,284.02894,101.46748,51.94833,0.08380498,2023.150684931507
2020 QQ66,14.92,5.0679094,0.0513859,5.1356,35.41924,4.10373,39.57069,0.08638947,2023.150684931507
2020 QW66,14.97,5.1390115,0.098241,20.72371,18.26925,9.08623,51.24581,0.08460279,2023.150684931507
2020 QG67,14.78,5.1143948,0.0227171,9.05099,312.68998,107.40901,32.53486,0.08521434,2023.150684931507
2020 QH67,14.98,5.3285377,0.0681366,10.5412,262.76411,157.49261,31.80765,0.08012942,2023.150684931507
2020 QL67,15.17,5.1453873,0.0427727,13.83202,38.34671,22.00365,22.05217,0.08444559,2023.150684931507
2020 QN67,14.93,5.2418624,0.0869824,10.54621,277.19698,129.04642,25.20983,0.08212505,2023.150684931507
2020 QQ67,14.7,5.2441185,0.0558398,29.78731,158.07161,285.98604,333.13198,0.08207206,2023.150684931507
