# kind of model: King
#
# Model parameters:
# W_0: 12.0
# limiting radius: 549.297
# core radius: 0.992861
# concentration: 2.73981
# half-light radius: 60.1087
# half-mass radius: 82.0984
# central log slope: 0
# M_BH/M: 0
# ----------------------------
# r= radius (arbitrary units. r_king=1)
# the following quantities are normalised to their central value
# s= surface density
# sigma_p = line-of-sight velocity dispersion
# rho = 3D volume density
#
r s sigma_p rho
6.24083631631 0.044689601067795 0.94483569963399 0.0051567123770667
6.85556620446 0.039948775656545 0.93923199131239 0.004154749362335
7.53086061361 0.035785688422517 0.93333970156457 0.003359651442459
8.27266678115 0.032116207907647 0.92715581385995 0.0027265057358367
9.08753758968 0.028868272145743 0.92063608574991 0.0022203613458194
9.9827209245 0.025981888662487 0.91379559988738 0.0018139207546483
10.9659511728 0.023407359550163 0.90666753810884 0.0014862386091278
12.0461839408 0.021102086602154 0.89915738245586 0.0012211644608985
13.2327521219 0.019030216327893 0.89126613843864 0.0010056581835887
14.5361800427 0.017162728699122 0.8830893295258 0.00082974659900352
15.9680841769 0.015474118039631 0.87445903551462 0.00068591904208239
17.5409745731 0.013942464022265 0.86537324538471 0.00056766944119141
19.2687512853 0.012550567621103 0.85593653219644 0.00047012593795866
21.166803659 0.011283288723545 0.8460041024816 0.0003896213466309
23.251811759 0.01012697815422 0.83551763664884 0.00032290403054636
25.5421435138 0.0090709686122214 0.82454852592205 0.00026744291796613
28.0580532878 0.0081063677219189 0.81310380887262 0.00022132956121094
30.8218804535 0.0072246558419891 0.80098640550215 0.00018298991069192
33.8578508193 0.0064184492832852 0.78820335438201 0.00015099123149442
37.1929702044 0.0056824055207276 0.77490849857218 0.00012427268415331
40.8565280083 0.0050115192650389 0.76097614929815 0.00010204472539481
44.8809907857 0.0044005367374034 0.74624039737763 8.3546354711025E-5
49.3019029604 0.0038451093708955 0.73070727587178 6.8131302319659E-5
54.1582839697 0.0033417938104806 0.71442102722922 5.5309304242099E-5
59.4929261227 0.0028878921697397 0.69766419981499 4.4670687838683E-5
65.3531888891 0.0024801385861655 0.68006576036681 3.5924288914354E-5
71.7906017548 0.0021148589644376 0.66157543337489 2.871835985432E-5
78.8621549412 0.0017893376688841 0.64220126292081 2.2802032132998E-5
86.6302001191 0.0015009904083038 0.62196134818807 1.796879044433E-5
95.1634432697 0.0012473234126843 0.600877810401 1.404276098092E-5
104.537341829 0.0010258624361914 0.57898182037566 1.087447199381E-5
114.83430326 0.00083415275716892 0.55630756545871 8.3362645634566E-6
126.145968633 0.00066975030351222 0.53289928809878 6.3193823569329E-6
138.571624048 0.0005302376269959 0.50881430237703 4.7312572668623E-6
152.221477076 0.00041325407700336 0.48419639625146 3.4934666448398E-6
167.215663898 0.0003163715557575 0.45881932992801 2.5415793943617E-6
183.686235027 0.0002372098884637 0.43269416401882 1.8160054958816E-6
201.780133891 0.0001736040212707 0.40583698668705 1.2707309326629E-6
221.65621825 0.0001234996556645 0.37836745364598 8.6755736886068E-7
243.48923164 8.4955200886043E-5 0.35052286530185 5.7542355925492E-7
267.473774817 5.6086041277662E-5 0.32201363471826 3.6908734506105E-7
293.820334313 3.5127901115363E-5 0.29268792985561 2.2669532136496E-7
322.762232463 2.0521686037018E-5 0.2622068937779 1.3157907255599E-7
354.555627405 1.0875570638476E-5 0.22971885934923 7.063467078578E-8
389.47951308 4.9692582942258E-6 0.19266983067208 3.3706348107013E-8
427.844654981 1.7798063201539E-6 0.14929111531191 1.3053488303762E-8
469.987632987 4.0745184627727E-7 0.087082210513615 3.4437826440395E-9
516.282755695 3.0871097826781E-8 0 2.6464180927556E-10
567.138088976 0 0 0
623.002406002 0 0 0
684.36915869 0 0 0
751.781442007 0 0 0
