# kind of model: King
#
# Model parameters:
# W_0: 4.0
# limiting radius: 6.9217
# core radius: 0.821627
# concentration: 0.84021
# half-light radius: 1.16632
# half-mass radius: 1.54221
# central log slope: 0
# M_BH/M: 0
# ----------------------------
# r= radius (arbitrary units. r_king=1)
# the following quantities are normalised to their central value
# s= surface density
# sigma_p = line-of-sight velocity dispersion
# rho = 3D volume density
#
r s sigma_p rho
2.12504785653 0.075864374669156 0.70191556065349 0.040311725164692
2.22735685057 0.065683280862564 0.68488321473519 0.034091494232287
2.33458739034 0.056520003900482 0.66742384433534 0.028661980108246
2.44698596394 0.048319728080684 0.64948288521463 0.023958537390788
2.5647908432 0.041020463600145 0.63105203411926 0.019901408766028
2.68827316503 0.034561404730727 0.61212417397452 0.016420631677926
2.81769585007 0.028881258184047 0.5926898153475 0.013451364829543
2.95335468404 0.023918869974647 0.57273235173058 0.010933048632372
3.09554545266 0.019614339843424 0.55224110751172 0.0088101188244052
3.24457215792 0.015909578469339 0.53123150301942 0.0070318245674915
3.40077988316 0.012751581088234 0.50996449765908 0.0055522424398462
3.56451371172 0.010086646421308 0.48839738898253 0.0043375245568572
3.73611872694 0.0078562672387374 0.46611145576204 0.003348897669967
3.91598930978 0.0060076198701697 0.4430058727728 0.0025459653993183
4.10452805747 0.0044969283704343 0.41916011401554 0.0019000570894457
4.30213756724 0.0032863302036609 0.39546144146858 0.0013873980645559
4.50926151767 0.0023324394728777 0.37036307756544 0.00099351866880845
4.72635180361 0.0015926782380966 0.34365032388621 0.00068860645782377
4.95390140126 0.0010387471094642 0.31719971579148 0.00045731584455999
5.19240328682 0.0006378214415067 0.28739459315836 0.00029189217930564
5.44238330157 0.00036007299473435 0.25764166240631 0.00017201133953108
5.70440836814 0.00018108196584292 0.22322348919332 9.3412465648385E-5
5.97903719289 7.5263282534199E-5 0.18405348244396 4.3186626517488E-5
6.26689421234 2.2586089209595E-5 0.1346906385558 1.5239383881746E-5
6.56861207928 3.4790140138746E-6 0.034756827350444 2.8343930328488E-6
6.88484809531 8.2862257264648E-9 0 6.4620635036129E-9
7.21631707592 0 0 0
7.56374205287 0 0 0
7.92789535554 0 0 0
8.3096068272 0 0 0
8.7096570135 0 0 0
